?,L2,L,U2,U,I2,I,R,Word,UKPhonetics,USPhonetics,Paraphrase,
0,03,02,04,3,03,2,0.2749413,bliss,[blɪs],[blɪs],极度快乐,
0,03,02,04,3,04,3,0.449755813,blithe,[blaɪð],[blaɪð],愉快高兴的；无忧无虑的，漫不经心的,
0,03,02,04,3,05,4,0.562048139,blueprint,[ˈbluːprɪnt],[ˈblʊˈprɪnt],事先计划,
0,03,02,04,3,06,5,0.171366548,blunder,[ˈblʌndə],[ˈblʌndɚ],过失；犯错误,
0,03,02,04,3,07,6,0.086184907,blunt,[blʌnt],[blʌnt],使变钝；直率的,
0,03,02,04,3,08,7,0.149481609,blur,[blɜː],[blɝ],(使)变得朦胧，(使)变得不清楚；使不易理解,
0,03,02,04,3,09,8,0.879553392,blurt,[blɜːt],[blɝt],突然说出，冲动地说,
0,03,02,04,3,10,9,0.407622418,bluster,[ˈblʌstə],[ˈblʌstɚ],狂妄自大地大声说；喧闹的状态,
0,03,02,05,4,01,0,0.022951176,boggle,[ˈbɒɡl],[ˈbɑːɡl],(因为怀疑、恐惧)犹豫,
0,03,02,05,4,02,1,0.019426955,boisterous,[ˈbɒɪst(ə)rəs],[ˈbɔɪstərəs],喧嚷的，吵闹的,
0,03,02,05,4,03,2,0.809865641,bolster,[ˈbəʊlstə],[ˈbolstɚ],支撑(物)；鼓励、使有精力,
0,03,02,05,4,04,3,0.353789048,bombast,[ˈbɒmbæst],[ˈbɑːmbæst],夸大的言辞,
0,03,02,05,4,05,4,0.248296216,bonhomie,[ˈbɒnəmi],[ˌbɑːnəˈmiː],温和，和蔼,
0,03,02,05,4,06,5,0.382190135,boo,[buː],[bu],嘘(以表示不满或嘲笑),
0,03,02,05,4,07,6,0.967140502,boon,[buːn],[bʊn],恩惠，福利,
0,03,02,05,4,08,7,0.055925565,boorish,[ˈbʊərɪʃ],[ˈbʊrɪʃ],粗鲁无礼的,
0,03,02,05,4,09,8,0.208040189,bootless,[ˈbuːtlɪs],[ˈbuːtlɪs],无用的,
0,03,02,05,4,10,9,0.364153637,bound,[baʊnd],[baʊnd],界限；投入的，坚定的,
0,03,02,06,5,01,0,0.532155945,boycott,[ˈbɒɪkɒt],[ˈbɔɪkɑt],联合抵制，拒绝参与,
0,03,02,06,5,02,1,0.86129614,bracing,[ˈbreɪsɪŋ],[ˈbresɪŋ],令人振奋的，给人带来活力的,
0,03,02,06,5,03,2,0.410015802,brake,[breɪk],[brek],刹车,
0,03,02,06,5,04,3,0.801515964,brash,[bræʃ],[bræʃ],愚勇的，鲁莽的,
0,03,02,06,5,05,4,0.240672082,brassy,[ˈbrɑːsɪ],[ˈbræsi],厚脸皮的，不知羞耻的,
0,03,02,06,5,06,5,0.257765106,bravado,[brəˈvɑːdəʊ],[brəˈvɑːdoʊ],假装勇敢；虚张声势,
0,03,02,06,5,07,6,0.532104569,bravura,[brəˈvjʊərə],[brəˈvjʊrə],优秀演技(的),
0,03,02,06,5,08,7,0.946636373,brazen,[ˈbreɪz(ə)n],[ˈbrezn],蛮横大胆的，厚颜无耻的；大胆自信地去面对或从事,
0,03,02,06,5,09,8,0.82808732,breach,[briːtʃ],[britʃ],违背,
0,03,02,06,5,10,9,0.294779789,brevity,[ˈbrevɪtɪ],[ˈbrɛvəti],简短，简洁,
0,03,02,07,6,01,0,0.852293488,bribe,[braɪb],[braɪb],贿赂，收买,
0,03,02,07,6,02,1,0.881370032,bridle,[ˈbraɪd(ə)l],[ˈbraɪdl],限制,
0,03,02,07,6,03,2,0.650563158,brisk,[brɪsk],[brɪsk],充满生机的，有活力的,
0,03,02,07,6,04,3,0.341200991,bristle,[ˈbrɪs(ə)l],[ˈbrɪsl],怒不可遏，咆哮,
0,03,02,07,6,05,4,0.352934981,brittle,[ˈbrɪt(ə)l],[ˈbrɪtl],易碎的，脆弱的，易坏的；不热心的，不真心的,
0,03,02,07,6,06,5,0.651777035,broach,[brəʊtʃ],[broʊtʃ],开启，启封；提出讨论,
0,03,02,07,6,07,6,0.412595742,bromide,[ˈbrəʊmaɪd],[ˈbroʊmaɪd],陈词滥调,
0,03,02,07,6,08,7,0.407801143,brook,[brʊk],[brʊk],忍受，容许,
0,03,02,07,6,09,8,0.930683061,browbeat,[ˈbraʊbiːt],[ˈbraʊbiːt],恐吓,
0,03,02,07,6,10,9,0.220336649,bruit,[bruːt],[brut],(未经证实地)散播(消息),
0,03,02,08,7,01,0,0.698215094,buck,[bʌk],[bʌk],阻止，反对；转移，交接,
0,03,02,08,7,02,1,0.956476727,budge,[bʌdʒ],[bʌdʒ],停止抵抗，屈服,
0,03,02,08,7,03,2,0.127692529,bulge,[bʌldʒ],[bʌldʒ],凸起,
0,03,02,08,7,04,3,0.429197908,bully,[ˈbʊlɪ],[ˈbʊli],欺凌弱小者，恶霸,
0,03,02,08,7,05,4,0.96399217,bumptious,[ˈbʌmpʃəs],[ˈbʌmpʃəs],专横傲慢的，自以为是的,
0,03,02,08,7,06,5,0.570117968,bungle,[ˈbʌŋg(ə)l],[ˈbʌŋɡl],办遭，失败,
0,03,02,08,7,07,6,0.754692329,buoy,[bɒɪ],[ˈbʊi],使充满勇气和力量，使振作,
0,03,02,08,7,08,7,0.136760115,buoyant,[ˈbɔɪənt],[ˈbuːjənt],心情好的,
0,03,02,08,7,09,8,0.474530665,burgeon,[ˈbɜːdʒ(ə)n],[ˈbɝdʒən],迅速成长扩大，蓬勃发展,
0,03,02,08,7,10,9,0.54869464,burlesque,[bɜːˈlesk],[bɜːrˈlesk],夸张滑稽地模仿以嘲弄他人的文学艺术作品，恶搞,
0,03,02,09,8,01,0,0.115758056,burnish,[ˈbɜːnɪʃ],[ˈbɜːrnɪʃ],擦亮，磨光,
0,03,02,09,8,02,1,0.718078033,buttress,[ˈbʌtrəs],[ˈbʌtrəs],为···提供支撑的证据或者信息,
0,03,02,09,8,03,2,0.386762217,byzantine,[ˈbaɪzəntaɪn],[ˈbaɪzəntaɪn],错综复杂的,
0,03,02,09,8,04,3,0.397319668,cache,[kæʃ],[kæʃ],囤货，藏货,
0,03,02,09,8,05,4,0.898136677,cachet,[ˈkæʃeɪ],[kæˈʃeɪ],同意；威望，声望,
0,03,02,09,8,06,5,0.933435325,cacophony,[kəˈkɒfəni],[kəˈkɑːfəni],刺耳的声音,
0,03,02,09,8,07,6,0.412626487,cavalier,[ˌkævəˈlɪə],[ˌkævəˈlɪr],有骑士精神的人，彬彬有礼的绅士；傲慢的,
0,03,02,09,8,08,7,0.842900147,cajole,[kəˈdʒəʊl],[kəˈdʒoʊl],哄骗,
0,03,02,09,8,09,8,0.772243387,calcify,[ˈkælsɪfaɪ],[ˈkælsɪfaɪ],使僵化,
0,03,02,09,8,10,9,0.632346986,calibrate,[ˈkælɪbreɪt],[ˈkælɪbreɪt],调整，使标准化,
0,03,02,10,9,01,0,0.224385206,calligraphy,[kəˈlɪgrəfɪ],[kəˈlɪɡrəfi],(优美的)书法,
0,03,02,10,9,02,1,0.41241528,callous,[ˈkæləs],[ˈkæləs],无同情心的，冷漠的,
0,03,02,10,9,03,2,0.745270529,callow,[ˈkæləʊ],[ˈkælo],不老练的，不成熟的,
0,03,02,10,9,04,3,0.183082551,calumniate,[kəˈlʌmnɪeɪt],[kəˈlʌmnɪˌeɪt],诽谤，造谣，中伤,
0,03,02,10,9,05,4,0.154574199,camaraderie,[ˌkæməˈrɑːdəri],[ˌkɑːməˈrɑːdəri],友情,
0,03,02,10,9,06,5,0.002360394,catharsis,[kəˈθɑːsɪs],[kəˈθɑːrsɪs],情绪的宣泄、释放,
0,03,02,10,9,07,6,0.474332038,camouflage,[ˈkæməflɑːʒ],[ˈkæməˈflɑʒ],伪装，伪装手段,
0,03,02,10,9,08,7,0.492277116,canard,[kæˈnɑːd],[kəˈnɑːrd],谣传，误传,
0,03,02,10,9,09,8,0.00018489,candor,[ˈkændə],[ˈkændə],坦率，直率，诚挚,
0,03,02,10,9,10,9,0.825304769,canon,[ˈkænən],[ˈkænən],准则，标准；真经，正典,
0,04,03,01,0,01,0,0.072173839,canvass,[ˈkænvəs],[ˈkænvəs],仔细检查，详尽讨论；游说，去(一个地区)的各处或找到(个人)来拉选票或订单,
0,04,03,01,0,02,1,0.025039724,capitulate,[kəˈpɪtʃuleɪt],[kəˈpɪtʃuleɪt],投降，默许,
0,04,03,01,0,03,2,0.889482365,caprice,[kəˈpriːs],[kəˈpris],反复无常，善变,
0,04,03,01,0,04,3,0.997271717,captivate,[ˈkæptɪveɪt],[ˈkæptɪveɪt],吸引,
0,04,03,01,0,05,4,0.23112171,careworn,[ˈkeəwɔːn],[ˈkɛrwɔrn],忧心忡忡的，焦虑的,
0,04,03,01,0,06,5,0.836720772,cardinal,[ˈkɑːd(ɪ)n(ə)l],[ˈkɑrdɪnl],主要的，非常重要的,
0,04,03,01,0,07,6,0.264698944,caricature,[ˈkærɪkətjʊə],[ˈkærɪkətʃɚ],用讽刺歪曲等手法的夸张，漫画，讽刺画；嘲笑性模仿或夸张,
0,04,03,01,0,08,7,0.094399902,carnal,[ˈkɑːnl],[ˈkɑːrnl],肉体的，物质的；世俗的,
0,04,03,01,0,09,8,0.857778939,carouse,[kəˈraʊz],[kəˈraʊz],畅饮，狂欢作乐,
0,04,03,01,0,10,9,0.230920656,carp,[kɑːp],[kɑrp],对小事吹毛求疵，挑剔，表现不满,
0,04,03,02,1,01,0,0.80289487,cliquish,[ˈkliːkɪʃ],[ˈkliːkɪʃ],小集团的,
0,04,03,02,1,02,1,0.616894312,cast,[kɑːst],[kæst],提出；抛弃,
0,04,03,02,1,03,2,0.517100741,castigate,[ˈkæstɪɡeɪt],[ˈkæstɪɡeɪt],强烈(公开)指责,
0,04,03,02,1,04,3,0.858891638,catalyze,[ˈkætəlaɪz],[ˈkætəˌlaɪz],成为···的导火索，导致,
0,04,03,02,1,05,4,0.598067994,catastrophe,[kəˈtæstrəfɪ],[kəˈtæstrəfi],大灾难；彻底的失败,
0,04,03,02,1,06,5,0.958695815,categorical,[ˌkætəˈɡɒrɪkl],[ˌkætəˈɡɔːrɪkl],没有例外的；绝对的,
0,04,03,02,1,07,6,0.161609876,catholic,[ˈkæθlɪk],[ˈkæθlɪk],普遍的，包容的,
0,04,03,02,1,08,7,0.78675717,caustic,[ˈkɔːstɪk],[ˈkɔːstɪk],挖苦讽刺的，刻薄的,
0,04,03,02,1,09,8,0.838916509,caveat,[ˈkæviæt],[ˈkæviæt],警告，告诫,
0,04,03,02,1,10,9,0.936631521,cavil,[ˈkæv(ə)l],[ˈkævl],挑剔，吹毛求疵,
0,04,03,03,2,01,0,0.636982342,cataclysmal,cataclysmal,cataclysmal,灾难性的,
0,04,03,03,2,02,1,0.019109708,cede,[siːd],[sid],(根据条约)放弃，割让,
0,04,03,03,2,03,2,0.515141905,cement,[sɪˈment],[səˈmɛnt],粘合，粘合剂,
0,04,03,03,2,04,3,0.835166701,censor,[ˈsensə],[ˈsɛnsɚ],审查并删除不良的东西,
0,04,03,03,2,05,4,0.337138443,concomitant,[kənˈkɒmɪt(ə)nt],[kənˈkɑmətənt],伴随的，同时发生的,
0,04,03,03,2,06,5,0.005376356,censure,[ˈsenʃə],[ˈsɛnʃɚ],公开表示反对，谴责,
0,04,03,03,2,07,6,0.731256278,chic,[ʃiːk],[ʃɪk],时髦的，潮的,
0,04,03,03,2,08,7,0.370426824,cessation,[seˈseɪʃ(ə)n],[sɛˈseʃən],终止，暂停,
0,04,03,03,2,09,8,0.469206409,chaff,[tʃɑːf],[tʃæf],开玩笑,
0,04,03,03,2,10,9,0.496821718,chagrin,[ˈʃæɡrɪn],[ʃəˈɡrɪn],(因为失败、出糗而导致的)不安，焦虑,
0,04,03,04,3,01,0,0.080539162,chameleon,[kəˈmiːlɪən],[kəˈmiljən],变色龙，善变的人,
0,04,03,04,3,02,1,0.596650188,champion,[ˈtʃæmpɪən],[ˈtʃæmpɪən],支持,
0,04,03,04,3,03,2,0.914835636,compulsive,[kəmˈpʌlsɪv],[kəmˈpʌlsɪv],不能自拔的,
0,04,03,04,3,04,3,0.367222054,chimera,[kaɪˈmɪərə],[kaɪˈmɪrə],虚幻的事物，幻觉,
0,04,03,04,3,05,4,0.683844685,charlatan,[ˈʃɑːlətən],[ˈʃɑːrlətən],骗子，装懂的人,
0,04,03,04,3,06,5,0.909303264,chary,[ˈtʃeərɪ],[ˈtʃɛri],非常谨慎的,
0,04,03,04,3,07,6,0.744141785,chase,[tʃeɪs],[tʃeɪs],驱赶,
0,04,03,04,3,08,7,0.036437191,chasm,[ˈkæz(ə)m],[ˈkæzəm],分歧，(意见、利益或忠诚上)明显差异,
0,04,03,04,3,09,8,0.734319161,chauvinistic,[ˌʃəʊvɪˈnɪstɪk],[ˌʃəʊvɪˈnɪstɪk],盲目爱国的,
0,04,03,04,3,10,9,0.214039658,check,[tʃek],[tʃɛk],使突然停止，阻止；同意，一致,
0,04,03,05,4,01,0,0.499594942,cherubic,[tʃəˈruːbɪk],[tʃəˈruːbɪk],天使般可爱的,
0,04,03,05,4,02,1,0.195315319,chicanery,[ʃɪˈkeɪnəri],[ʃɪˈkeɪnəri],诡计多端的，欺骗,
0,04,03,05,4,03,2,0.844689891,chide,[tʃaɪd],[tʃaɪd],责备,
0,04,03,05,4,04,3,0.836253634,choleric,[ˈkɒlərɪk],[ˈkɑːlərɪk],易怒的，暴躁的,
0,04,03,05,4,05,4,0.779445823,chord,[kɔːd],[kɔrd],与···和谐一致，符合,
0,04,03,05,4,06,5,0.690244889,chromatic,[krəˈmætɪk],[krəˈmætɪk],彩色的,
0,04,03,05,4,07,6,0.640392661,chronic,[ˈkrɒnɪk],[ˈkrɑnɪk],经常发生的，复发的,
0,04,03,05,4,08,7,0.147835377,churlish,[ˈtʃɜːlɪʃ],[ˈtʃɜːrlɪʃ],粗鲁无礼的,
0,04,03,05,4,09,8,0.857004508,cipher,[ˈsaɪfə(r)],[ˈsaɪfər],密码,
0,04,03,05,4,10,9,0.730681658,circuitous,[səˈkjuːɪtəs],[sərˈkjuːɪtəs],迂回的，不直接的,
0,04,03,06,5,01,0,0.014831953,circumlocution,[ˌsɜːkəmləˈkjuːʃn],[ˌsɜːrkəmləˈkjuːʃn],冗长,
0,04,03,06,5,02,1,0.932316707,circumscribe,[ˈsɜːkəmskraɪb],[ˈsɜːrkəmskraɪb],限制,
0,04,03,06,5,03,2,0.89719912,circumspect,[ˈsɜːkəmspekt],[ˈsɜːrkəmspekt],谨慎的，小心的,
0,04,03,06,5,04,3,0.518850674,circumvent,[ˌsɜːkəmˈvent],[ˌsɜːrkəmˈvent],躲避，不遵从,
0,04,03,06,5,05,4,0.762930684,civility,[sɪˈvɪlɪtɪ],[səˈvɪləti],彬彬有礼,
0,04,03,06,5,06,5,0.232523234,chokehold,chokehold,chokehold,压制,
0,04,03,06,5,07,6,0.173018716,clandestine,[klænˈdestɪn],[klænˈdestɪn],隐藏的，秘密的,
0,04,03,06,5,08,7,0.264814879,clarion,[ˈklærɪən],[ˈklærɪən],清楚响亮的,
0,04,03,06,5,09,8,0.439027769,clarity,[ˈklærɪtɪ],[ˈklærəti],清晰，清楚,
0,04,03,06,5,10,9,0.940844726,clasp,[klɑːsp],[klæsp],紧握,
0,04,03,07,6,01,0,0.575104107,clement,[ˈklem(ə)nt],[ˈklɛmənt],宽容的，善良的；气候温和的,
0,04,03,07,6,02,1,0.143037008,cliché,clich,clich,陈词滥调(的),
0,04,03,07,6,03,2,0.230564253,clog,[klɒg],[klɑg],阻碍物；阻碍,
0,04,03,07,6,04,3,0.359465613,clot,[klɒt],[klɑt],密集的一群；凝结,
0,04,03,07,6,05,4,0.003136033,cordial,[ˈkɔːdɪəl],[ˈkɔrdʒəl],热情的，友好的；令人焕然一新的,
0,04,03,07,6,06,5,0.733429156,clout,[klaʊt],[klaʊt],权力，影响力,
0,04,03,07,6,07,6,0.952772357,cloying,[ˈklɔɪɪŋ],[ˈklɔɪɪŋ],甜得发腻的，感情用事的,
0,04,03,07,6,08,7,0.195343104,clumsy,[ˈklʌmzɪ],[ˈklʌmzi],笨拙的,
0,04,03,07,6,09,8,0.506912687,coagulate,[kəʊˈæɡjuleɪt],[koʊˈæɡjuleɪt],(使)凝结，(使)变稠,
0,04,03,07,6,10,9,0.719626001,coalesce,[ˌkəʊəˈles],[ˌkoʊəˈles],合并，融合,
0,04,03,08,7,01,0,0.497459098,coax,[kəʊks],[koks],哄骗,
0,04,03,08,7,02,1,0.189043076,coda,[ˈkəʊdə],[ˈkoʊdə],终曲,
0,04,03,08,7,03,2,0.34273417,coerce,[kəʊˈɜːs],[koʊˈɜːrs],(以武力)强制,
0,04,03,08,7,04,3,0.271152625,coeval,[kəʊˈiːvl],[koʊˈiːvl],同时代的，同龄的,
0,04,03,08,7,05,4,0.934481273,cogent,[ˈkəʊdʒ(ə)nt],[ˈkodʒənt],令人信服的；相关的,
0,04,03,08,7,06,5,0.614264872,cognizant,[ˈkɒɡnɪzənt],[ˈkɑːɡnɪzənt],知道的，意识到的,
0,04,03,08,7,07,6,0.039496085,collapse,[kəˈlæps],[kəˈlæps],失败,
0,04,03,08,7,08,7,0.655454766,collude,[kəˈluːd],[kəˈluːd],串通，共谋(做坏事),
0,04,03,08,7,09,8,0.378396737,colossal,[kəˈlɒs(ə)l],[kəˈlɑsl],巨大的,
0,04,03,08,7,10,9,0.688080711,coltish,[ˈkəʊltɪʃ],[ˈkoʊltɪʃ],爱开玩笑的,
0,04,03,09,8,01,0,0.729003611,coma,[ˈkəʊmə],[ˈkomə],昏迷，深度无知觉,
0,04,03,09,8,02,1,0.15392564,combustible,[kəmˈbʌstəbl],[kəmˈbʌstəbl],可燃的；容易激动的,
0,04,03,09,8,03,2,0.645048399,cluster,[ˈklʌstə],[ˈklʌstɚ],一群人,
0,04,03,09,8,04,3,0.830135572,comity,[ˈkɒmɪtɪ],[ˈkɑməti],友好，社会和谐,
0,04,03,09,8,05,4,0.426548059,commencement,[kəˈmensm(ə)nt],[kəˈmɛnsmənt],开始；毕业典礼,
0,04,03,09,8,06,5,0.597455047,commend,[kəˈmend],[kəˈmɛnd],赞扬,
0,04,03,09,8,07,6,0.688422246,commensurate,[kəˈmenʃərət],[kəˈmenʃərət],同样大小的；相称的，相当的,
0,04,03,09,8,08,7,0.564784727,commingle,[kəˈmɪŋɡl],[kəˈmɪŋɡl],充分混合,
0,04,03,09,8,09,8,0.451045021,commitment,[kəˈmɪtm(ə)nt],[kəˈmɪtmənt],致力，投入；承诺，表态,
0,04,03,09,8,10,9,0.256937391,committed,[kəˈmɪtɪd],[kəˈmɪtɪd],忠诚的，忠实的,
0,04,03,10,9,01,0,0.732285148,commodious,[kəˈməʊdɪəs],[kəˈmodɪəs],宽敞舒适的,
0,04,03,10,9,02,1,0.679094638,commonsensical,[ˈkɒmənˌsensɪkəl],[ˈkɒmənˌsensɪkəl],符合常识的，有依据的,
0,04,03,10,9,03,2,0.675603428,commotion,[kəˈməʊʃ(ə)n],[kəˈmoʃən],骚乱,
0,04,03,10,9,04,3,0.435192043,compendium,[kəmˈpendiəm],[kəmˈpendiəm],摘要,
0,04,03,10,9,05,4,0.492849054,complacency,[kəmˈpleɪs(ə)nsɪ],[kəmˈplesnsi],自满，无忧患意识,
0,04,03,10,9,06,5,0.760779907,complaisance,[kəmˈpleɪzəns],[kəmˈpleɪzəns],愿意顺从，讨好，彬彬有礼,
0,04,03,10,9,07,6,0.176022634,compliant,[kəmˈplaɪənt],[kəmˈplaɪənt],顺从的,
0,04,03,10,9,08,7,0.366560748,compliment,[ˈkɒmplɪm(ə)nt],[ˈkɑmpləmənt],称赞，恭维；敬意，免费赠送的礼物,
0,04,03,10,9,09,8,0.985259255,clownish,[ˈklaʊnɪʃ],[ˈklaʊnɪʃ],滑稽可笑的,
0,04,03,10,9,10,9,0.592752497,compose,[kəmˈpəʊz],[kəmˈpoz],使镇定；组成，构成,
0,05,04,01,0,01,0,0.943944209,compound,[ˈkɒmpaʊnd],[ˈkɑmpaʊnd],混合物；混合的；混合；使恶化，加重,
0,05,04,01,0,02,1,0.064014817,compress,[kəmˈpres],[kəmˈprɛs],压缩(体积),
0,05,04,01,0,03,2,0.540828701,compromise,[ˈkɒmprəmaɪz],[ˈkɑmprəmaɪz],妥协；使危险,
0,05,04,01,0,04,3,0.933331909,compunction,[kəmˈpʌŋkʃn],[kəmˈpʌŋkʃn],焦虑，内疚，良心不安,
0,05,04,01,0,05,4,0.437498064,concatenate,[kɒnˈkætɪneɪt],[kɒnˈkætəˌneɪt],连结，混合,
0,05,04,01,0,06,5,0.221253541,concoct,[kənˈkɒkt],[kənˈkɑkt],捏造，编造,
0,05,04,01,0,07,6,0.655047148,conceal,[kənˈsiːl],[kənˈsil],隐藏，隐瞒,
0,05,04,01,0,08,7,0.41901888,concede,[kənˈsiːd],[kənˈsid],承认,
0,05,04,01,0,09,8,0.319348449,concentrate,[ˈkɒns(ə)ntreɪt],[ˈkɑnsnˈtret],浓缩；聚集,
0,05,04,01,0,10,9,0.442203371,concerted,[kənˈsɜːtɪd],[kənˈsɝtɪd],共同完成的,
0,05,04,02,1,01,0,0.107109261,conciliate,[kənˈsɪlɪeɪt],[kənˈsɪlɪˌeɪt],平息，抚慰,
0,05,04,02,1,02,1,0.110420124,commonplace,[ˈkɒmənpleɪs],[ˈkɑmənˈples],司空见惯的(事物)，陈旧的(事物),
0,05,04,02,1,03,2,0.783321162,concord,[ˈkɒŋkɔːd],[ˈkɑŋkɔrd],一致，和睦,
0,05,04,02,1,04,3,0.106771415,concur,[kənˈkɜː],[kənˈkɝ],同意；同一时间发生、存在；团结合作,
0,05,04,02,1,05,4,0.384454604,condescending,[ˌkɒndɪˈsendɪŋ],[ˌkɒndɪˈsendɪŋ],摆出高人一等的姿态的,
0,05,04,02,1,06,5,0.119904864,condign,[kənˈdaɪn],[kənˈdaɪn],应得的，恰当的,
0,05,04,02,1,07,6,0.009397484,condole,[kənˈdəʊl],[kənˈdoʊl],表达同情,
0,05,04,02,1,08,7,0.431342086,condone,[kənˈdəʊn],[kənˈdon],宽恕；忽视,
0,05,04,02,1,09,8,0.747467313,conducive,[kənˈdjuːsɪv],[kənˈdusɪv],有益的，有促进作用的,
0,05,04,02,1,10,9,0.069893466,cantankerous,[kænˈtæŋk(ə)rəs],[kænˈtæŋkərəs],脾气不好的,
0,05,04,03,2,01,0,0.195833723,confine,[kənˈfaɪn],[kənˈfaɪn],限制,
0,05,04,03,2,02,1,0.910208271,confluence,[ˈkɒnflʊəns],[ˈkɑnfluəns],汇合，混合,
0,05,04,03,2,03,2,0.703824636,confront,[kənˈfrʌnt],[kənˈfrʌnt],直接对抗，直面,
0,05,04,03,2,04,3,0.425190208,confound,[kənˈfaʊnd],[kənˈfaʊnd],使困惑；证明为假，证伪,
0,05,04,03,2,05,4,0.262830862,congeal,[kənˈdʒiːl],[kənˈdʒiːl],凝固，固化,
0,05,04,03,2,06,5,0.310558827,congenial,[kənˈdʒiːnɪəl],[kənˈdʒinɪəl],和善的，友好的,
0,05,04,03,2,07,6,0.311026681,congruent,[ˈkɒŋgrʊənt],[ˈkɑŋɡruənt],和谐一致的；全等的,
0,05,04,03,2,08,7,0.30589108,conjecture,[kənˈdʒektʃə],[kənˈdʒɛktʃɚ],推测，猜测；(没有根据地)认为,
0,05,04,03,2,09,8,0.688854122,connive,[kəˈnaɪv],[kəˈnaɪv],暗中合作，共谋,
0,05,04,03,2,10,9,0.478241961,connoisseur,[ˌkɒnəˈsɜː],[ˌkɑnəˈsɝ],鉴赏家(尤指艺术领域)；专家,
0,05,04,04,3,01,0,0.748238546,conscientious,[ˌkɒnʃɪˈenʃəs],[ˈkɑnʃɪˈɛnʃəs],仔细的，一丝不苟的；有良心的，正直的,
0,05,04,04,3,02,1,0.758105593,consensus,[kənˈsensəs],[kənˈsɛnsəs],一致同意,
0,05,04,04,3,03,2,0.427425807,consequence,[ˈkɒnsɪkw(ə)ns],[ˈkɑnsəkwɛns],结果；重要性，价值,
0,05,04,04,3,04,3,0.6711132,conservative,[kənˈsɜːvətɪv],[kənˈsɝvətɪv],守旧的，不愿改变的；不招摇的，低调的,
0,05,04,04,3,05,4,0.19881819,conservatory,[kənˈsɜːvət(ə)rɪ],[kənˈsɝvətɔri],温室；艺术学院,
0,05,04,04,3,06,5,0.4091558,consilience,consilience,consilience,融合,
0,05,04,04,3,07,6,0.30343727,considerable,[kənˈsɪd(ə)rəb(ə)l],[kənˈsɪdərəbl],(数量上)可观(而值得注意)的；值得考虑的，重要的,
0,05,04,04,3,08,7,0.505736935,console,[kənˈsəʊl],[ˈkɑnsol],安慰，慰藉,
0,05,04,04,3,09,8,0.94840775,consolidate,[kənˈsɒlɪdeɪt],[kənˈsɑlɪdet],加固，使安全,
0,05,04,04,3,10,9,0.42939494,consonant,[ˈkɒns(ə)nənt],[ˈkɑnsənənt],和谐一致的,
0,05,04,05,4,01,0,0.872977357,conspicuous,[kənˈspɪkjʊəs],[kənˈspɪkjʊəs],显而易见的；吸引人的,
0,05,04,05,4,02,1,0.855842261,conspire,[kənˈspaɪə],[kənˈspaɪɚ],合谋，密谋,
0,05,04,05,4,03,2,0.410810153,constitute,[ˈkɒnstɪtjuːt],[ˈkɑnstətut],指派，任命；构成,
0,05,04,05,4,04,3,0.489512209,constrain,[kənˈstreɪn],[kənˈstren],限制,
0,05,04,05,4,05,4,0.496587744,constringe,[kənˈstrɪndʒ],[kənˈstrɪndʒ],使紧缩,
0,05,04,05,4,06,5,0.465676224,construct,[kənˈstrʌkt],[kənˈstrʌkt],建造，建立；创造，想出,
0,05,04,05,4,07,6,0.782892944,consummate,[ˈkɒnsəmeɪt],[ˈkɑːnsəmeɪt],专业的，有造诣的；无纰漏的，完美的,
0,05,04,05,4,08,7,0.059709237,contagious,[kənˈteɪdʒəs],[kənˈtedʒəs],传染的；(情绪等)唤起共鸣的,
0,05,04,05,4,09,8,0.115371894,contaminate,[kənˈtæmɪneɪt],[kənˈtæmɪnet],污染，感染,
0,05,04,05,4,10,9,0.182070682,content,[kənˈtent],[ˈkɑntɛnt],使满足；内容，内涵,
0,05,04,06,5,01,0,0.582127112,contentious,[kənˈtenʃəs],[kənˈtɛnʃəs],引起争论的；好争论的，好战的,
0,05,04,06,5,02,1,0.804313103,contiguous,[kənˈtɪɡjuəs],[kənˈtɪɡjuəs],接壤的，相邻的,
0,05,04,06,5,03,2,0.828660961,contort,[kənˈtɔːt],[kənˈtɔːrt],扭曲,
0,05,04,06,5,04,3,0.738383428,contract,[ˈkɒntrækt],[ˈkɑntrækt],契约，合同；收缩；感染疾病,
0,05,04,06,5,05,4,0.420586681,contravene,[ˌkɒntrəˈviːn],[ˌkɒntrəˈviːn],违反，反对,
0,05,04,06,5,06,5,0.62074654,contrite,[kənˈtraɪt],[kənˈtraɪt],(因为有罪孽或过错而感到)后悔悲痛的,
0,05,04,06,5,07,6,0.492019046,contumacious,[ˌkɒntjuˈmeɪʃəs],[ˌkɑːntuˈmeɪʃəs],不服从的，倔强的,
0,05,04,06,5,08,7,0.456024018,conundrum,[kəˈnʌndrəm],[kəˈnʌndrəm],无法解决的问题，迷,
0,05,04,06,5,09,8,0.548377831,convalesce,[ˌkɒnvəˈles],[ˌkɒnvəˈles],渐渐康复，渐愈,
0,05,04,06,5,10,9,0.207363504,cloak,[kləʊk],[klok],遮掩，隐藏,
0,05,04,07,6,01,0,0.970224265,convention,[kənˈvenʃ(ə)n],[kənˈvɛnʃən],常规，习俗；大会，集会,
0,05,04,07,6,02,1,0.490650497,converge,[kənˈvɜːdʒ],[kənˈvɝdʒ],汇集，交汇于一点,
0,05,04,07,6,03,2,0.113138548,conversant,[kənˈvɜːsnt],[kənˈvɜːrsnt],熟悉的,
